slug,latin_name,common_name,category,family,genus,observations_count
avena-barbata,Avena barbata,Slender oat,plant,Poaceae,Avena,1
avena-fatua,Avena fatua,Wild Oat,plant,Poaceae,Avena,1
aves-indet-feather,Aves indet. (feather),Bird unknown (feather),bird,"","",1
ballus-chalybeius,Ballus chalybeius,Oak Jumping Spider,arachnid,Salticidae,Ballus,1
bathyphantes-gracilis,Bathyphantes gracilis,Gracile Sheet-web Weaver,arachnid,Linyphiidae,Bathyphantes,1
beosus-maritimus,Beosus maritimus,coastal groundbug,insect,Rhyparochromidae,Beosus,1
berberis-julianae,Berberis julianae,Chinese Barberry,plant,Berberidaceae,Berberis,1
beris-morrisii,Beris morrisii,Yellow-legged Black Legionnaire,insect,Stratiomyidae,Beris,1
betulapion-simile,Betulapion simile,Birch Catkin Weevil,insect,Brentidae,Betulapion,1
bidens-frondosa,Bidens frondosa,Beggarticks,plant,Asteraceae,Bidens,1
bidens-tripartita,Bidens tripartita,Trifid Bur-marigold,plant,Asteraceae,Bidens,1
biorhiza-pallida,Biorhiza pallida,Oak Apple Gall Wasp,insect,Cynipidae,Biorhiza,1
bjerkandera-adusta,Bjerkandera adusta,Smoky polypore,fungus,Phanerochaetaceae,Bjerkandera,1
blackstonia-perfoliata,Blackstonia perfoliata,Yellow-wort,plant,Gentianaceae,Blackstonia,1
bledius-spec,Bledius spec.,Rove beetles,insect,Staphylinidae,Bledius,1
boletus-erythropus,Boletus erythropus,Dotted Stem Bolete,fungus,Boletaceae,Boletus,1
boletus-luridus,Boletus luridus,Lurid Bolete,fungus,Boletaceae,Suillellus,1
borkhausenia-fuscescens,Borkhausenia fuscescens,Small Dingy Tubic,insect,Oecophoridae,Borkhausenia,1
brachycera-indet,Brachycera indet.,Fly unknown (Brachycera),other,"","",1
branta-canadensis,Branta canadensis,Canada Goose,bird,Anatidae,Branta,1
brassica-napus,Brassica napus,Rape,plant,Brassicaceae,Brassica,1
brassicaceae-indet,Brassicaceae indet.,mustard family,plant,Brassicaceae,"",1
brevicoryne-brassicae,Brevicoryne brassicae,Cabbage aphid,insect,Aphididae,Brevicoryne,1
briza-maxima,Briza maxima,Greater Quaking-grass,plant,Poaceae,Briza,1
bromus-racemosus,Bromus racemosus,Smooth Brome,plant,Poaceae,Bromus,1
bromus-sitchensis,Bromus sitchensis,Alaska Brome,plant,Poaceae,Bromus,1
bryotropha-basaltinella,Bryotropha basaltinella,thatch neb,insect,Gelechiidae,Bryotropha,1
bunias-orientalis,Bunias orientalis,Warty Cabbage,plant,Brassicaceae,Bunias,1
byturus-spec,Byturus spec.,Fruitworm beetles,insect,Byturidae,Byturus,1
calliphoridae-indet,Calliphoridae indet.,Blow Flies,insect,Calliphoridae,"",1
calocybe-gambosa,Calocybe gambosa,St. George's mushroom,fungus,Lyophyllaceae,Calocybe,1
calopteryx-splendens,Calopteryx splendens,Banded Demoiselle,insect,Calopterygidae,Calopteryx,1
caloptilia-cuculipennella,Caloptilia cuculipennella,Feathered slender,insect,Gracillariidae,Caloptilia,1
caloptilia-hemidactylella,Caloptilia hemidactylella,Sycamore slender,insect,Gracillariidae,Caloptilia,1
caloptilia-spec,Caloptilia spec.,Leaf blotch miners,insect,Gracillariidae,Caloptilia,1
campanula-rotundifolia,Campanula rotundifolia,Harebell,plant,Campanulaceae,Campanula,1
candelariella-vitellina,Candelariella vitellina,Common Goldspeck,fungus,Candelariaceae,Candelariella,1
cantharis-fusca,Cantharis fusca,Dark Sailor Beetle,insect,Cantharidae,Cantharis,1
cardamine-flexuosa,Cardamine flexuosa,Wavy Bitter-cress,plant,Brassicaceae,Cardamine,1
carex-leporina,Carex leporina,Oval Sedge,plant,Cyperaceae,Carex,1
carex-otrubae,Carex otrubae,False Fox-sedge,plant,Cyperaceae,Carex,1
carex-spicata,Carex spicata,Spiked Sedge,plant,Cyperaceae,Carex,1
carex-sylvatica,Carex sylvatica,Wood-sedge,plant,Cyperaceae,Carex,1
carpocoris-spec,Carpocoris spec.,Carpocoris shield bugs,insect,Pentatomidae,Carpocoris,1
caryocolum-fischerella,Caryocolum fischerella,Caryocolum moth,insect,Gelechiidae,Caryocolum,1
castor-spec,Castor spec.,Beaver unknown,mammal,Castoridae,Castor,1
catapodium-rigidum,Catapodium rigidum,Fern-grass,plant,Poaceae,Catapodium,1
catocala-fraxini,Catocala fraxini,Clifden Nonpareil,insect,Erebidae,Catocala,1
celypha-siderana,Celypha siderana,Phiaris tortrix moth,insect,Tortricidae,Phiaris,1
ceraleptus-lividus,Ceraleptus lividus,Slender-horned Leatherbug,insect,Coreidae,Ceraleptus,1
cerastium-glomeratum,Cerastium glomeratum,Sticky Mouse-ear,plant,Caryophyllaceae,Cerastium,1
ceratopogonidae-indet,Ceratopogonidae indet.,Unidentified Biting midge,insect,Ceratopogonidae,"",1
chaenorhinum-minus,Chaenorhinum minus,Small Toadflax,plant,Plantaginaceae,Chaenorhinum,1
chaenorhinum-origanifolium,Chaenorhinum origanifolium,Malling Toadflax,plant,Plantaginaceae,Chaenorhinum,1
chaoborus-spec,Chaoborus spec.,phantom midges,insect,Chaoboridae,Chaoborus,1
cheilosia-illustrata,Cheilosia illustrata,Bumblebee Blacklet,insect,Syrphidae,Cheilosia,1
cheilosia-spec,Cheilosia spec.,Carbon Blacklet,insect,Syrphidae,Cheilosia,1
chenopodiastrum-murale,Chenopodiastrum murale,Nettle leaved Goosefoot,plant,Amaranthaceae,Chenopodiastrum,1
chirosia-betuleti,Chirosia betuleti,Knotting Gall,insect,Anthomyiidae,Chirosia,1
chlorophyllum-rhacodes,Chlorophyllum rhacodes,Shaggy Parasol,fungus,Agaricaceae,Chlorophyllum,1
choreutis-nemorana,Choreutis nemorana,fig-tree skeletonizer moth,insect,Choreutidae,Anthophila,1
chorthippus-albomarginatus,Chorthippus albomarginatus,Lesser Marsh Grasshopper,insect,Acrididae,Chorthippus,1
chorthippus-biguttulus,Chorthippus biguttulus,Bow-winged grasshopper,insect,Acrididae,Chorthippus,1
chromatomyia-spinaciae,Chromatomyia spinaciae,spinach leafminer,insect,Agromyzidae,Chromatomyia,1
chromatomyia-syngenesiae,Chromatomyia syngenesiae,Chrysanthemum Leafminer,insect,Agromyzidae,Phytomyza,1
chrysochraon-dispar,Chrysochraon dispar,Large Golden Grasshopper,insect,Acrididae,Chrysochraon,1
chrysops-relictus,Chrysops relictus,Twin-lobed Deer Fly,insect,Tabanidae,Chrysops,1
chyromyidae-indet,Chyromyidae indet.,Golden Flies,insect,Chyromyidae,"",1
cidaria-fulvata,Cidaria fulvata,Barred Yellow,insect,Geometridae,Cidaria,1
circus-aeruginosus,Circus aeruginosus,Western Marsh Harrier,bird,Accipitridae,Circus,1
cirsium-palustre,Cirsium palustre,Marsh thistle,plant,Asteraceae,Cirsium,1
cladonia-coniocraea,Cladonia coniocraea,Common Powderhorn,lichen,Cladoniaceae,Cladonia,1
claytonia-perfoliata,Claytonia perfoliata,Springbeauty,plant,Montiaceae,Claytonia,1
clinopodium-vulgare,Clinopodium vulgare,Wild Basil,plant,Lamiaceae,Clinopodium,1
clivina-fossor,Clivina fossor,Digger Slope-rumped Beetle,insect,Carabidae,Clivina,1
cnephasia-spec,Cnephasia spec.,Cnephasia tortrix moths,insect,Tortricidae,Cnephasia,1
cnephasia-stephensiana,Cnephasia stephensiana,Gray Tortrix,insect,Tortricidae,Cnephasia,1
cochylidia-rupicola,Cochylidia rupicola,Hemp-agrimony Conch,insect,Tortricidae,Cochylidia,1
coelioxys-elongatus,Coelioxys elongatus,Dull-vented Sharp-tail Bee,insect,Megachilidae,Coelioxys,1
coelioxys-spec,Coelioxys spec.,Sharp-tail Bee unknown,insect,Megachilidae,Coelioxys,1
coenagrion-spec,Coenagrion spec.,Coenagrionoid Damselflies,insect,Coenagrionidae,Coenagrion,1
coenosia-spec,Coenosia spec.,Tiger Flies,insect,Muscidae,Coenosia,1
coleophora-discordella,Coleophora discordella,Lotus case-bearer,insect,Coleophoridae,Coleophora,1
colomerus-vitis,Colomerus vitis,Grape Erineum Mite,arachnid,Eriophyidae,Colomerus,1
coniopterygidae-indet,Coniopterygidae indet.,Dusty-winged Lacewings,insect,Coniopterygidae,"",1
coniopteryx-spec,Coniopteryx spec.,dusty-wings,insect,Coniopterygidae,Coniopteryx,1
convolvulus-tricolor,Convolvulus tricolor,Tricolour Convolvulus,plant,Convolvulaceae,Convolvulus,1
conwentzia-psociformis,Conwentzia psociformis,common wax-fly,insect,Coniopterygidae,Conwentzia,1
coprinellus-micaceus-sl-incl-pallidissimus-saccharinus-truncorum,"Coprinellus micaceus sl, incl. pallidissimus, saccharinus, truncorum",glistening inkcap,fungus,Psathyrellaceae,Coprinellus,1
coprinopsis-atramentaria,Coprinopsis atramentaria,Coprinopsis sect. Atramentariae,fungus,Psathyrellaceae,Coprinopsis,1
coprinopsis-lagopus,Coprinopsis lagopus,hare's foot inkcap,fungus,Psathyrellaceae,Coprinopsis,1
coprinus-spec,Coprinus spec.,inky caps,fungus,Agaricaceae,Coprinus,1
coranus-spec,Coranus spec.,Coranus assassin bugs,insect,Reduviidae,Coranus,1
cordylepherus-viridis,Cordylepherus viridis,green malachite beetle,insect,Malachiidae,Cordylepherus,1
corispermum-pallasii,Corispermum pallasii,Hyssop leaved Tickseed,plant,Amaranthaceae,Corispermum,1
cornus-spec,Cornus spec.,Cornus unknown,plant,Cornaceae,Cornus,1
cosmos-bipinnatus,Cosmos bipinnatus,Purple Mexican Aster,plant,Asteraceae,Cosmos,1
cotoneaster-coriaceus,Cotoneaster coriaceus,Late Cotoneaster,plant,Rosaceae,Cotoneaster,1
cotoneaster-spec,Cotoneaster spec.,Cotoneaster unknown,plant,Rosaceae,Cotoneaster,1
cotula-coronopifolia,Cotula coronopifolia,Buttonweed,plant,Asteraceae,Cotula,1
crambus-lathoniellus,Crambus lathoniellus,Hook-streaked Grass-veneer,insect,Crambidae,Crambus,1
crataerina-pallida,Crataerina pallida,Swift Lousefly,insect,Hippoboscidae,Crataerina,1
cremnops-desertor,Cremnops desertor,Cremnops parasitoid wasp,insect,Braconidae,Cremnops,1
crepis-biennis,Crepis biennis,Rough Hawk's-beard,plant,Asteraceae,Crepis,1
crioceris-asparagi,Crioceris asparagi,Asparagus Beetle,insect,Chrysomelidae,Crioceris,1
criorhina-berberina,Criorhina berberina,Dimorphic Bumblefly,insect,Syrphidae,Criorhina,1
crocothemis-erythraea,Crocothemis erythraea,Broad Scarlet,insect,Libellulidae,Crocothemis,1
crossocerus-annulipes,Crossocerus annulipes,Crossocerus digger wasp,insect,Crabronidae,Crossocerus,1
crossocerus-binotatus,Crossocerus binotatus,Crossocerus digger wasp,insect,Crabronidae,Crossocerus,1
crossocerus-spec,Crossocerus spec.,Crossocerus digger wasps,insect,Crabronidae,Crossocerus,1
cryptinae-indet,Cryptinae indet.,Cryptinae parasitoid wasps,other,"","",1
cryptocephalus-spec,Cryptocephalus spec.,Cryptocephalus case-bearer beetles,insect,Chrysomelidae,Cryptocephalus,1
cryptodiaporthe-populea,Cryptodiaporthe populea,poplar bark canker fungus,fungus,Gnomoniaceae,Cryptodiaporthe,1
cryptomyzus-ribis,Cryptomyzus ribis,Currant aphid,insect,Aphididae,Cryptomyzus,1
cryptosphaeria-eunomia,Cryptosphaeria eunomia,Cryptosphaeria wood fungus,fungus,Diatrypaceae,Cryptosphaeria,1
cucullia-chamomillae,Cucullia chamomillae,Chamomile Shark,insect,Noctuidae,Cucullia,1
cybister-lateralimarginalis,Cybister lateralimarginalis,peardrop beetle,insect,Dytiscidae,Cybister,1
cylindroiulus-caeruleocinctus,Cylindroiulus caeruleocinctus,blue-ringed millipede,insect,Julidae,Cylindroiulus,1
cynara-cardunculus,Cynara cardunculus,Globe Artichoke,plant,Asteraceae,Cynara,1
cynara-scolymus,Cynara scolymus,Globe artichoke,plant,Asteraceae,Cynara,1
cynips-divisa,Cynips divisa,Red-pea gall,insect,Cynipidae,Cynips,1
cyphostethus-tristriatus,Cyphostethus tristriatus,Juniper Shield Bug,insect,Acanthosomatidae,Cyphostethus,1
daboecia-cantabrica,Daboecia cantabrica,St Dabeoc's Heath,plant,Ericaceae,Daboecia,1
dacrymyces-stillatus,Dacrymyces stillatus,common jellyspot,fungus,Dacrymycetaceae,Dacrymyces,1
daldinia-concentrica,Daldinia concentrica,King Alfred's Cakes,fungus,Hypoxylaceae,Daldinia,1
dalopius-marginatus,Dalopius marginatus,margined click beetle,insect,Elateridae,Dalopius,1
dasineura-acrophila,Dasineura acrophila,maple gall midge,insect,Cecidomyiidae,Dasineura,1
dasineura-aparines,Dasineura aparines,cleavers gall midge,insect,Cecidomyiidae,Dasineura,1
dasineura-gleditchiae,Dasineura gleditchiae,Honeylocust podgall midge,insect,Cecidomyiidae,Dasineura,1
dasineura-plicatrix,Dasineura plicatrix,Blackberry Leaf Midge,insect,Cecidomyiidae,Dasineura,1
dasytes-spec,Dasytes spec.,Dasytes soft-winged flower beetles,insect,Melyridae,Dasytes,1
datura-stramonium,Datura stramonium,Thorn-apple,plant,Solanaceae,Datura,1
datura-stramonium-var-tatula,Datura stramonium var. tatula,purple thorn-apple,plant,Solanaceae,Datura,1
deilephila-porcellus,Deilephila porcellus,Small Elephant Hawk-moth,insect,Sphingidae,Deilephila,1
delichon-urbicum,Delichon urbicum,Western House Martin,bird,Hirundinidae,Delichon,1
delphinium-staphisagria,Delphinium staphisagria,Stavesacre,plant,Ranunculaceae,Staphisagria,1
depressaria-radiella,Depressaria radiella,Parsnip Webworm,insect,Depressariidae,Depressaria,1
deraeocoris-trifasciatus,Deraeocoris trifasciatus,three-banded plant bug,insect,Miridae,Deraeocoris,1
derephysia-foliacea,Derephysia foliacea,Foliaceous lace bug,insect,Tingidae,Derephysia,1
deroceras-laeve,Deroceras laeve,Meadow slug,mollusc,Agriolimacidae,Deroceras,1
deroceras-reticulatum,Deroceras reticulatum,Netted Slug,mollusc,Agriolimacidae,Deroceras,1
dexiosoma-caninum,Dexiosoma caninum,Dexiosoma parasitoid fly,insect,Tachinidae,Dexiosoma,1
diachrysia-chrysitis,Diachrysia chrysitis,Burnished Brass,insect,Noctuidae,Diachrysia,1
dichetophora-obliterata,Dichetophora obliterata,Dichetophora marsh fly,insect,Sciomyzidae,Dichetophora,1
dichomeris-marginella,Dichomeris marginella,Juniper Webber,insect,Gelechiidae,Dichomeris,1
dichrooscytus-intermedius,Dichrooscytus intermedius,Dichrooscytus plant bug,insect,Miridae,Dichrooscytus,1
dichrooscytus-rufipennis,Dichrooscytus rufipennis,Red-winged plant bug,insect,Miridae,Dichrooscytus,1
dictyna-arundinacea,Dictyna arundinacea,Common mesh-weaver,arachnid,Dictynidae,Dictyna,1
dicyphus-globulifer,Dicyphus globulifer,Globular-glandular plant bug,insect,Miridae,Dicyphus,1
dilophus-febrilis,Dilophus febrilis,Fever Fly,insect,Bibionidae,Dilophus,1
dioctria-linearis,Dioctria linearis,Small Yellow-legged Robber Fly,insect,Asilidae,Dioctria,1
diplazontinae-indet,Diplazontinae indet.,Hover Fly Parasitoid Wasps,other,"","",1
dolichopus-lepidus,Dolichopus lepidus,Scaly long-legged fly,insect,Dolichopodidae,Dolichopus,1
dolichopus-plumipes,Dolichopus plumipes,Feather-legged long-legged fly,insect,Dolichopodidae,Dolichopus,1
donacia-clavipes,Donacia clavipes,Club-footed reed beetle,insect,Chrysomelidae,Donacia,1
donacia-semicuprea,Donacia semicuprea,Grooved Leaf Beetle,insect,Chrysomelidae,Donacia,1
drosera-rotundifolia,Drosera rotundifolia,Round-leaved Sundew,plant,Droseraceae,Drosera,1
dysmachus-trigonus,Dysmachus trigonus,fan-bristled robberfly,insect,Asilidae,Dysmachus,1
eccopisa-effractella,Eccopisa effractella,Snout moth,insect,Pyralidae,Eccopisa,1
echinochloa-crus-galli,Echinochloa crus-galli,Cockspur,plant,Poaceae,Echinochloa,1
ectemnius-sexcinctus,Ectemnius sexcinctus,Six-banded digger wasp,insect,Crabronidae,Ectemnius,1
ectobius-vittiventris,Ectobius vittiventris,Amber Wood Cockroach,insect,Ectobiidae,Ectobius,1
ectopsocus-briggsi,Ectopsocus briggsi,Briggs's bark louse,insect,Ectopsocidae,Ectopsocus,1
eilema-complana,Eilema complana,Scarce Footman,insect,Erebidae,Manulea,1
encyrtidae-indet,Encyrtidae indet.,Encyrtid wasps,insect,Encyrtidae,"",1
enicospilus-spec,Enicospilus spec.,Enicospilus senescens species-group,insect,Ichneumonidae,Enicospilus,1
ennomos-alniaria,Ennomos alniaria,Canary-shouldered Thorn,insect,Geometridae,Ennomos,1
ennomos-quercinaria,Ennomos quercinaria,August Thorn,insect,Geometridae,Ennomos,1
enolmis-acanthella,Enolmis acanthella,Spotted-seal enolmis moth,insect,Scythrididae,Enolmis,1
ensis-leei,Ensis leei,Atlantic Jackknife Clam,mollusc,Pharidae,Ensis,1
epermenia-chaerophyllella,Epermenia chaerophyllella,Common Ridge-back,insect,Epermeniidae,Epermenia,1
epilobium-montanum,Epilobium montanum,Broad-leaved Willowherb,plant,Onagraceae,Epilobium,1
epinotia-demarniana,Epinotia demarniana,Birch Bell,insect,Tortricidae,Epinotia,1
epinotia-immundana,Epinotia immundana,Common Birch Bell,insect,Tortricidae,Epinotia,1
epinotia-nisella,Epinotia nisella,Yellow-headed Aspen Leaftier,insect,Tortricidae,Epinotia,1
epinotia-tenerana,Epinotia tenerana,Nut Bud Moth,insect,Tortricidae,Epinotia,1
erigone-dentipalpis,Erigone dentipalpis,Tooth-palped Money Spider,arachnid,Linyphiidae,Erigone,1
eriocampa-ovata,Eriocampa ovata,Alder Sawfly,insect,Tenthredinidae,Eriocampa,1
eriophyes-inangulis,Eriophyes inangulis,Alder Vein Angle Gall Mite,arachnid,Eriophyidae,Eriophyes,1
eristalis-arbustorum-abusiva,Eristalis arbustorum/abusiva,Eurasian Drone Fly,insect,Syrphidae,Eristalis,1
eristalis-spec,Eristalis spec.,Drone Flies,insect,Syrphidae,Eristalis,1
erodium-trifolium,Erodium trifolium,Three-leaved stork's-bill,plant,Geraniaceae,Erodium,1
eruca-vesicaria,Eruca vesicaria,Rocketsalad,plant,Brassicaceae,Eruca,1
erysimum-bicolor,Erysimum bicolor,Two-coloured wallflower,plant,Brassicaceae,Erysimum,1
erysiphe-sensu-lato,Erysiphe sensu lato,Powdery mildew fungi,fungus,Erysiphaceae,Erysiphe,1
eschscholzia-californica,Eschscholzia californica,Californian Poppy,plant,Papaveraceae,Eschscholzia,1
ethmia-bipunctella,Ethmia bipunctella,Ethmia bipunctella group,insect,Ethmiidae,Ethmia,1
ethmia-terminella,Ethmia terminella,Ethmia moth,insect,Ethmiidae,Ethmia,1
eudemis-porphyrana,Eudemis porphyrana,Apple Marble,insect,Tortricidae,Eudemis,1
eudemis-profundana,Eudemis profundana,Diamond-back Marble,insect,Tortricidae,Eudemis,1
euleia-heraclei,Euleia heraclei,Celery Fly,insect,Tephritidae,Euleia,1
eumerus-spec,Eumerus spec.,Bulb flies,other,"","",1
euphorbia-amygdaloides-subsp-robbiae,Euphorbia amygdaloides subsp. robbiae,Robb's wood spurge,plant,Euphorbiaceae,Euphorbia,1
euphorbia-cyparissias,Euphorbia cyparissias,Cypress spurge,plant,Euphorbiaceae,Euphorbia,1
eupithecia-abbreviata,Eupithecia abbreviata,Brindled Pug,insect,Geometridae,Eupithecia,1
eupithecia-absinthiata,Eupithecia absinthiata,Wormwood Pug,insect,Geometridae,Eupithecia,1
eupithecia-icterata,Eupithecia icterata,Tawny Speckled Pug,insect,Geometridae,Eupithecia,1
eupithecia-linariata,Eupithecia linariata,Toadflax Pug,insect,Geometridae,Eupithecia,1
eupithecia-pulchellata-linariata,Eupithecia pulchellata / linariata,Foxglove Pug,insect,Geometridae,Eupithecia,1
euplexia-lucipara,Euplexia lucipara,Small Angle Shades,insect,Noctuidae,Euplexia,1
eupterycyba-jucunda,Eupterycyba jucunda,Leafhopper,insect,Cicadellidae,Eupterycyba,1
eupteryx-florida,Eupteryx florida,Florida leafhopper,insect,Cicadellidae,Eupteryx,1
eurygaster-testudinaria,Eurygaster testudinaria,Tortoise Bug,insect,Scutelleridae,Eurygaster,1
eurylabus-spec,Eurylabus spec.,Ichneumon wasp,insect,Ichneumonidae,Eurylabus,1
eustalomyia-hilaris,Eustalomyia hilaris,Root-maggot fly,insect,Anthomyiidae,Eustalomyia,1
eutomostethus-ephippium,Eutomostethus ephippium,Saddleback Grass-cutter,insect,Tenthredinidae,Eutomostethus,1
evergestis-pallidata,Evergestis pallidata,Purple-backed Cabbageworm Moth,insect,Crambidae,Evergestis,1
exephanes-ischioxanthus,Exephanes ischioxanthus,Ichneumon wasp,insect,Ichneumonidae,Exephanes,1
exetastes-adpressorius,Exetastes adpressorius,Ichneumon wasp,insect,Ichneumonidae,Exetastes,1
fagopyrum-esculentum,Fagopyrum esculentum,Buckwheat,plant,Polygonaceae,Fagopyrum,1
falco-tinnunculus,Falco tinnunculus,Common Kestrel,bird,Falconidae,Falco,1
fallopia-convolvulus,Fallopia convolvulus,Black Bindweed,plant,Polygonaceae,Fallopia,1
fallopia-japonica-fallopia-sachalinensis-fallopia-x-bohemica,Fallopia japonica + Fallopia sachalinensis + Fallopia x bohemica,Japanese / Giant / Bohemian knotweeds,other,"","",1
felis-catus,Felis catus,Domesticated Cat,mammal,Felidae,Felis,1
foeniculum-vulgare,Foeniculum vulgare,Fennel,plant,Apiaceae,Foeniculum,1
forcipomyia-paludis,Forcipomyia paludis,Marsh biting midge,insect,Ceratopogonidae,Forcipomyia,1
fuchsia-spec,Fuchsia spec.,Fuchsia unknown,other,"","",1
fungi-indet,Fungi indet.,Unidentified Fungus,other,"","",1
galega-officinalis,Galega officinalis,Goat's Rue,plant,Fabaceae,Galega,1
galeopsis-spec,Galeopsis spec.,Hempnettle unknown,other,"","",1
galeopsis-tetrahit,Galeopsis tetrahit,Common Hemp-nettle,plant,Lamiaceae,Galeopsis,1
gambrus-carnifex,Gambrus carnifex,Ichneumon wasp,insect,Ichneumonidae,Gambrus,1
ganoderma-resinaceum,Ganoderma resinaceum,Resinous polypore,fungus,Polyporaceae,Ganoderma,1
gelis-spec,Gelis spec.,Gelis parasitoid wasp,insect,Ichneumonidae,Gelis,1
geranium-dissectum,Geranium dissectum,Cut-leaved Crane's-bill,plant,Geraniaceae,Geranium,1
geranium-endressii,Geranium endressii,French Crane's-bill,plant,Geraniaceae,Geranium,1
geranium-palustre,Geranium palustre,Marsh Crane's-bill,plant,Geraniaceae,Geranium,1
geranium-phaeum,Geranium phaeum,Dusky Crane's-bill,plant,Geraniaceae,Geranium,1
geranium-psilostemon,Geranium psilostemon,Armenian Crane's bill,plant,Geraniaceae,Geranium,1
geranium-pusillum,Geranium pusillum,Small-flowered Crane's-bill,plant,Geraniaceae,Geranium,1
geranium-spec,Geranium spec.,Unidentified Geranium unknown,plant,Geraniaceae,Geranium,1
gerridae-indet,Gerridae indet.,Pond skater,insect,Gerridae,"",1
gillmeria-ochrodactyla,Gillmeria ochrodactyla,Tansy Plume Moth,insect,Pterophoridae,Gillmeria,1
gleditsia-triacanthos,Gleditsia triacanthos,Three thorned acacia,plant,Fabaceae,Gleditsia,1
gonioctena-viminalis,Gonioctena viminalis,willow leaf beetle,insect,Chrysomelidae,Gonioctena,1
gorytes-laticinctus,Gorytes laticinctus,Broad-banded Hopper Wasp,insect,Crabronidae,Gorytes,1
gracillaria-syringella,Gracillaria syringella,Common slender,insect,Gracillariidae,Gracillaria,1
grapholita-lobarzewskii,Grapholita lobarzewskii,Kent Fruit Piercer,insect,Tortricidae,Grapholita,1
gymnosporangium-clavariiforme,Gymnosporangium clavariiforme,tongues of fire,fungus,Gymnosporangiaceae,Gymnosporangium,1
gypsonoma-sociana,Gypsonoma sociana,White Cloaked Shoot,insect,Tortricidae,Gypsonoma,1
halictus-tumulorum,Halictus tumulorum,Bronze Furrow Bee,insect,Halictidae,Halictus,1
harpalus-rubripes,Harpalus rubripes,ground beetle,insect,Carabidae,Harpalus,1
hebecnema-spec,Hebecnema spec.,muscid fly,insect,Muscidae,Hebecnema,1
hedobia-imperialis,Hedobia imperialis,imperial spider beetle,insect,Anobiidae,Ptinomorphus,1
hedychrum-gerstaeckeri,Hedychrum gerstaeckeri,ruby-tailed wasp,insect,Chrysididae,Hedychrum,1
heleomyzidae-indet,Heleomyzidae indet.,Heleomyzid Flies,insect,Heleomyzidae,"",1
helicoverpa-armigera,Helicoverpa armigera,Cotton Bollworm,insect,Noctuidae,Helicoverpa,1
helina-spec,Helina spec.,muscid fly,insect,Muscidae,Helina,1
helleborus-argutifolius,Helleborus argutifolius,Corsican Hellebore,plant,Ranunculaceae,Helleborus,1
hemerocallis-fulva,Hemerocallis fulva,Orange Day-lily,plant,Asphodelaceae,Hemerocallis,1
heptatoma-pellucens,Heptatoma pellucens,horse fly,insect,Tabanidae,Heptatoma,1
hercostomus-rusticus,Hercostomus rusticus,long-legged fly,insect,Dolichopodidae,Hercostomus,1
hericium-cirrhatum,Hericium cirrhatum,Tiered tooth fungus,fungus,Hericiaceae,Hericium,1
herminia-tarsicrinalis,Herminia tarsicrinalis,Shaded Fan-foot,insect,Erebidae,Herminia,1
heteroptera-indet,Heteroptera indet.,Bug unknown,insect,Sphaeroceridae,Coproica,1
himacerus-apterus,Himacerus apterus,Tree Damsel Bug,insect,Nabidae,Himacerus,1
hippodamia-variegata,Hippodamia variegata,Adonis' ladybird,insect,Coccinellidae,Hippodamia,1
hippophae-rhamnoides,Hippophae rhamnoides,Sea-buckthorn,plant,Elaeagnaceae,Hippophae,1
hirschfeldia-incana,Hirschfeldia incana,Hoary Mustard,plant,Brassicaceae,Hirschfeldia,1
holcus-mollis,Holcus mollis,Creeping Soft-grass,plant,Poaceae,Holcus,1
holocnemus-pluchei,Holocnemus pluchei,Marbled cellar spider,arachnid,Pholcidae,Holocnemus,1
homoeosoma-sinuella,Homoeosoma sinuella,Twin-barred Knot-horn,insect,Pyralidae,Homoeosoma,1
hordeum-murinum-subsp-murinum,Hordeum murinum subsp. murinum,Wall Barley s.s.,plant,Poaceae,Hordeum,1
hordeum-secalinum,Hordeum secalinum,Meadow Barley,plant,Poaceae,Hordeum,1
hordeum-vulgare,Hordeum vulgare,Six-row Barley,plant,Poaceae,Hordeum,1
hyalopterus-pruni,Hyalopterus pruni,Mealy plum aphid,insect,Aphididae,Hyalopterus,1
hybomitra-solstitialis,Hybomitra solstitialis,Scarce Forest Horse Fly,insect,Tabanidae,Hybomitra,1
hybos-femoratus,Hybos femoratus,dance fly,insect,Hybotidae,Hybos,1
hydriomena-furcata,Hydriomena furcata,July Highflyer,insect,Geometridae,Hydriomena,1
hydrobius-fuscipes,Hydrobius fuscipes,water scavenger beetle,insect,Hydrophilidae,Hydrobius,1
hydropsyche-spec,Hydropsyche spec.,Spotted Sedges,other,"","",1
hylaeus-gibbus-gr,Hylaeus gibbus-gr.,Hylaeus confusus/incongruus/gibbus/pictus,insect,Colletidae,Hylaeus,1
hylaeus-hyalinatus,Hylaeus hyalinatus,Hairy Yellow-face Bee,insect,Colletidae,Hylaeus,1
hylaeus-nigritus,Hylaeus nigritus,Black Masked Bee,insect,Colletidae,Hylaeus,1
hypericum-hirsutum,Hypericum hirsutum,Hairy St John's-wort,plant,Hypericaceae,Hypericum,1
hypericum-tetrapterum,Hypericum tetrapterum,Square-stalked St John's-wort,plant,Hypericaceae,Hypericum,1
hypericum-x-hidcoteense-h-addingtonii-x-h-calycinum-x-h-hookerianum,Hypericum x hidcoteense (H. addingtonii x H. calycinum x H. hookerianum),Hidcote Tutsan,plant,Hypericaceae,Hypericum,1
hypomecis-roboraria,Hypomecis roboraria,Great Oak Beauty,insect,Geometridae,Hypomecis,1
