slug,latin_name,query_name,rank,kingdom,phylum,class_name,order_name,family,genus,species,scientific_name,match_type,confidence
armadillidium-vulgare,Armadillidium vulgare,Armadillidium vulgare,species,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,vulgare,"Armadillidium vulgare (Latreille, 1804)",EXACT,99
brachypodium-sylvaticum,Brachypodium sylvaticum,Brachypodium sylvaticum,species,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Brachypodium,sylvaticum,Brachypodium sylvaticum (Huds.) P.Beauv.,EXACT,99
cabera-pusaria,Cabera pusaria,Cabera pusaria,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cabera,pusaria,"Cabera pusaria (Linnaeus, 1758)",EXACT,99
campanula-rapunculoides,Campanula rapunculoides,Campanula rapunculoides,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,rapunculoides,Campanula rapunculoides L.,EXACT,97
campanula-trachelium,Campanula trachelium,Campanula trachelium,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,trachelium,Campanula trachelium L.,EXACT,98
cantharis-spec,Cantharis spec.,Cantharis spec.,kingdom,Animalia,,,,,,,Animalia,HIGHERRANK,92
caradrina-clavipalpis,Caradrina clavipalpis,Caradrina clavipalpis,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Caradrina,clavipalpis,"Caradrina clavipalpis (Scopoli, 1763)",EXACT,99
cettia-cetti,Cettia cetti,Cettia cetti,species,Animalia,Chordata,Aves,Passeriformes,Cettiidae,Cettia,cetti,"Cettia cetti (Temminck, 1820)",EXACT,99
chrysolina-coerulans,Chrysolina coerulans,Chrysolina coerulans,species,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysolina,coerulans,"Chrysolina coerulans (Scriba, 1791)",EXACT,99
clytus-arietis,Clytus arietis,Clytus arietis,species,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Clytus,arietis,"Clytus arietis (Linnaeus, 1758)",EXACT,97
dactylis-glomerata,Dactylis glomerata,Dactylis glomerata,species,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dactylis,glomerata,Dactylis glomerata L.,EXACT,99
dolichomitus-complex,Dolichomitus-complex,Dolichomitus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Dolichomitus,,"Dolichomitus Smith, 1877",HIGHERRANK,92
eristalis-pertinax,Eristalis pertinax,Eristalis pertinax,species,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis,pertinax,"Eristalis pertinax (Scopoli, 1763)",EXACT,99
evergestis-extimalis,Evergestis extimalis,Evergestis extimalis,species,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Evergestis,extimalis,Evergestis extimalis Scopoli,EXACT,99
evergestis-limbata,Evergestis limbata,Evergestis limbata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Evergestis,limbata,Evergestis limbata Linnaeus,EXACT,99
galinsoga-quadriradiata,Galinsoga quadriradiata,Galinsoga quadriradiata,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,quadriradiata,Galinsoga quadriradiata Ruiz & Pav.,EXACT,98
galium-mollugo,Galium mollugo,Galium mollugo,species,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,mollugo,Galium mollugo L.,EXACT,99
gonepteryx-rhamni,Gonepteryx rhamni,Gonepteryx rhamni,species,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Gonepteryx,rhamni,"Gonepteryx rhamni (Linnaeus, 1758)",EXACT,99
gypsonoma-dealbana,Gypsonoma dealbana,Gypsonoma dealbana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gypsonoma,dealbana,"Gypsonoma dealbana (Frölich, 1828)",EXACT,99
hylaeus-spec,Hylaeus spec.,Hylaeus spec.,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,,"Hylaeus Fabricius, 1793",HIGHERRANK,92
ichneumonidae-indet,Ichneumonidae indet.,Ichneumonidae indet.,family,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,,,Ichneumonidae,HIGHERRANK,94
leptura-quadrifasciata,Leptura quadrifasciata,Leptura quadrifasciata,species,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Leptura,quadrifasciata,"Leptura quadrifasciata Linnaeus, 1758",EXACT,97
lissotriton-vulgaris,Lissotriton vulgaris,Lissotriton vulgaris,species,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,vulgaris,"Lissotriton vulgaris (Linnaeus, 1758)",EXACT,99
lysimachia-punctata,Lysimachia punctata,Lysimachia punctata,species,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,punctata,Lysimachia punctata L.,EXACT,97
noctua-comes,Noctua comes,Noctua comes,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctua,comes,Noctua comes Hübner,EXACT,97
nymphaea-alba,Nymphaea alba,Nymphaea alba,species,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,alba,Nymphaea alba L.,EXACT,97
origanum-vulgare,Origanum vulgare,Origanum vulgare,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,vulgare,Origanum vulgare L.,EXACT,98
parietaria-judaica,Parietaria judaica,Parietaria judaica,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Parietaria,judaica,Parietaria judaica L.,EXACT,97
pholcus-phalangioides,Pholcus phalangioides,Pholcus phalangioides,species,Animalia,Arthropoda,Arachnida,Araneae,Pholcidae,Pholcus,phalangioides,"Pholcus phalangioides (Fuesslin, 1775)",EXACT,99
phyllopertha-horticola,Phyllopertha horticola,Phyllopertha horticola,species,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Phyllopertha,horticola,"Phyllopertha horticola (Linnaeus, 1758)",EXACT,99
phylloscopus-trochilus,Phylloscopus trochilus,Phylloscopus trochilus,species,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,trochilus,"Phylloscopus trochilus (Linnaeus, 1758)",EXACT,99
plantago-major,Plantago major,Plantago major,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,major,Plantago major L.,EXACT,97
polygonum-aviculare,Polygonum aviculare,Polygonum aviculare,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,aviculare,Polygonum aviculare L.,EXACT,97
rhinanthus-angustifolius,Rhinanthus angustifolius,Rhinanthus angustifolius,genus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Rhinanthus,,Rhinanthus L.,HIGHERRANK,97
rubus-caesius,Rubus caesius,Rubus caesius,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,caesius,Rubus caesius L.,EXACT,97
sapygina-decemguttata,Sapygina decemguttata,Sapygina decemguttata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Sapygidae,Sapygina,decemguttata,"Sapygina decemguttata (Jurine, 1807)",EXACT,99
scrophularia-nodosa,Scrophularia nodosa,Scrophularia nodosa,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,nodosa,Scrophularia nodosa L.,EXACT,99
scutellaria-altissima,Scutellaria altissima,Scutellaria altissima,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,altissima,Scutellaria altissima L.,EXACT,97
sonchus-arvensis,Sonchus arvensis,Sonchus arvensis,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,arvensis,Sonchus arvensis L.,EXACT,99
sonchus-palustris,Sonchus palustris,Sonchus palustris,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,palustris,Sonchus palustris L.,EXACT,99
stictoleptura-rubra,Stictoleptura rubra,Stictoleptura rubra,species,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Stictoleptura,rubra,"Stictoleptura rubra (Linnaeus, 1758)",EXACT,97
succinea-putris,Succinea putris,Succinea putris,species,Animalia,Mollusca,Gastropoda,Stylommatophora,Succineidae,Succinea,putris,"Succinea putris (Linnaeus, 1758)",EXACT,99
tetragnatha-spec,Tetragnatha spec.,Tetragnatha spec.,genus,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Tetragnatha,,"Tetragnatha Walckenaer, 1805",HIGHERRANK,94
tragopogon-pratensis-subsp-orientalis,Tragopogon pratensis subsp. orientalis,Tragopogon pratensis subsp. orientalis,subspecies,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tragopogon,orientalis,Tragopogon pratensis subsp. orientalis (L.) Celak.,EXACT,98
triticum-aestivum,Triticum aestivum,Triticum aestivum,species,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Triticum,aestivum,Triticum aestivum L.,EXACT,97
vespa-velutina,Vespa velutina,Vespa velutina,species,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,velutina,"Vespa velutina Lepeletier, 1836",EXACT,99
acanthus-mollis,Acanthus mollis,Acanthus mollis,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Acanthus,mollis,Acanthus mollis L.,EXACT,97
acleris-hastiana,Acleris hastiana,Acleris hastiana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,hastiana,"Acleris hastiana (Linnaeus, 1758)",EXACT,99
acrocephalus-palustris,Acrocephalus palustris,Acrocephalus palustris,species,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,palustris,"Acrocephalus palustris (Bechstein, 1798)",EXACT,99
agapanthia-villosoviridescens,Agapanthia villosoviridescens,Agapanthia villosoviridescens,species,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Agapanthia,villosoviridescens,"Agapanthia villosoviridescens (Degeer, 1775)",EXACT,97
aglais-io,Aglais io,Aglais io,species,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais,io,"Aglais io (Linnaeus, 1758)",EXACT,99
alliaria-petiolata,Alliaria petiolata,Alliaria petiolata,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Alliaria,petiolata,Alliaria petiolata (M.Bieb.) Cavara & Grande,EXACT,99
anthrenus-verbasci,Anthrenus verbasci,Anthrenus verbasci,species,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,verbasci,"Anthrenus verbasci (Linnaeus, 1767)",EXACT,99
arion-rufus-vulgaris,Arion rufus/vulgaris,Arion rufus/vulgaris,species,Animalia,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,rufus,"Arion rufus (Linnaeus, 1758)",EXACT,99
athous-haemorrhoidalis,Athous haemorrhoidalis,Athous haemorrhoidalis,species,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Athous,haemorrhoidalis,"Athous haemorrhoidalis (Fabricius, 1801)",EXACT,99
betula-pendula,Betula pendula,Betula pendula,species,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,pendula,Betula pendula Roth,EXACT,99
bucculatrix-cidarella,Bucculatrix cidarella,Bucculatrix cidarella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,cidarella,"Bucculatrix cidarella (Zeller, 1839)",EXACT,99
buddleja-davidii,Buddleja davidii,Buddleja davidii,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,davidii,Buddleja davidii Franch.,EXACT,99
buteo-buteo,Buteo buteo,Buteo buteo,species,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,buteo,"Buteo buteo (Linnaeus, 1758)",EXACT,99
campanula-rapunculus,Campanula rapunculus,Campanula rapunculus,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,rapunculus,Campanula rapunculus L.,EXACT,98
centranthus-ruber,Centranthus ruber,Centranthus ruber,species,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Centranthus,ruber,Centranthus ruber (L.) DC.,EXACT,99
ciconia-ciconia-ciconia,Ciconia ciconia ciconia,Ciconia ciconia ciconia,subspecies,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,ciconia,"Ciconia ciconia ciconia (Linnaeus, 1758)",EXACT,98
cydalima-perspectalis,Cydalima perspectalis,Cydalima perspectalis,species,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Cydalima,perspectalis,"Cydalima perspectalis (Walker, 1859)",EXACT,99
cymbalaria-muralis,Cymbalaria muralis,Cymbalaria muralis,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Cymbalaria,muralis,"Cymbalaria muralis G.Gaertn., B.Mey. & Scherb.",EXACT,99
dipsacus-fullonum,Dipsacus fullonum,Dipsacus fullonum,species,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Dipsacus,fullonum,Dipsacus fullonum L.,EXACT,97
eristalis-intricaria,Eristalis intricaria,Eristalis intricaria,species,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis,intricaria,"Eristalis intricaria (Linnaeus, 1758)",EXACT,99
eumenes-spec,Eumenes spec.,Eumenes spec.,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Eumenes,,"Eumenes Latreille, 1802",HIGHERRANK,92
euphorbia-peplus,Euphorbia peplus,Euphorbia peplus,species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,peplus,Euphorbia peplus L.,EXACT,99
ganoderma-adspersum,Ganoderma adspersum,Ganoderma adspersum,species,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,adspersum,Ganoderma adspersum (Schulzer) Donk,EXACT,99
hedera-helix,Hedera helix,Hedera helix,species,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,helix,Hedera helix L.,EXACT,97
helophilus-pendulus,Helophilus pendulus,Helophilus pendulus,species,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Helophilus,pendulus,"Helophilus pendulus (Linnaeus, 1758)",EXACT,99
hypomecis-punctinalis,Hypomecis punctinalis,Hypomecis punctinalis,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Hypomecis,punctinalis,"Hypomecis punctinalis (Scopoli, 1763)",EXACT,99
lauxaniidae-indet,Lauxaniidae indet.,Lauxaniidae indet.,family,Animalia,Arthropoda,Insecta,Diptera,Lauxaniidae,,,Lauxaniidae,HIGHERRANK,94
leptoceridae-indet,Leptoceridae indet.,Leptoceridae indet.,family,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Leptoceridae,HIGHERRANK,94
liocoris-tripustulatus,Liocoris tripustulatus,Liocoris tripustulatus,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Liocoris,tripustulatus,"Liocoris tripustulatus (Fabricius, 1781)",EXACT,99
macaroeris-nidicolens,Macaroeris nidicolens,Macaroeris nidicolens,species,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Macaroeris,nidicolens,"Macaroeris nidicolens (Walckenaer, 1802)",EXACT,99
megachile-centuncularis,Megachile centuncularis,Megachile centuncularis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,centuncularis,"Megachile centuncularis (Linnaeus, 1758)",EXACT,99
mompha-subbistrigella,Mompha subbistrigella,Mompha subbistrigella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,subbistrigella,"Mompha subbistrigella Haworth, 1828",EXACT,99
myosotis-arvensis,Myosotis arvensis,Myosotis arvensis,species,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Myosotis,arvensis,Myosotis arvensis (L.) Hill,EXACT,97
mythimna-straminea,Mythimna straminea,Mythimna straminea,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,straminea,"Mythimna straminea Treitschke, 1825",EXACT,99
nepeta-racemosa,Nepeta racemosa,Nepeta racemosa,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,racemosa,Nepeta racemosa Lam.,EXACT,99
nuctenea-umbratica,Nuctenea umbratica,Nuctenea umbratica,species,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Nuctenea,umbratica,"Nuctenea umbratica (Clerck, 1757)",EXACT,99
ophrys-apifera,Ophrys apifera,Ophrys apifera,species,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Ophrys,apifera,Ophrys apifera Huds.,EXACT,99
orobanche-hederae,Orobanche hederae,Orobanche hederae,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Orobanche,hederae,Orobanche hederae Duby,EXACT,99
parastichtis-suspecta,Parastichtis suspecta,Parastichtis suspecta,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Parastichtis,suspecta,"Parastichtis suspecta Hübner, 1809",EXACT,97
petasites-hybridus,Petasites hybridus,Petasites hybridus,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Petasites,hybridus,"Petasites hybridus (L.) G.Gaertn., B.Mey. & Scherb.",EXACT,99
philanthus-triangulum,Philanthus triangulum,Philanthus triangulum,species,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Philanthus,triangulum,"Philanthus triangulum (Fabricius, 1775)",EXACT,99
picus-viridis,Picus viridis,Picus viridis,species,Animalia,Chordata,Aves,Piciformes,Picidae,Picus,viridis,"Picus viridis Linnaeus, 1758",EXACT,99
platalea-leucorodia,Platalea leucorodia,Platalea leucorodia,species,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,leucorodia,"Platalea leucorodia Linnaeus, 1758",EXACT,99
plodia-interpunctella,Plodia interpunctella,Plodia interpunctella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Plodia,interpunctella,"Plodia interpunctella (Hübner, 1813)",EXACT,99
salix-alba,Salix alba,,unmatched,,,,,,,,,,
scoparia-eudonia-spec,Scoparia/Eudonia spec.,Eudonia spec.,genus,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Eudonia,,"Eudonia Billberg, 1820",HIGHERRANK,94
sinapis-arvensis,Sinapis arvensis,Sinapis arvensis,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sinapis,arvensis,Sinapis arvensis L.,EXACT,97
solanum-nigrum,Solanum nigrum,Solanum nigrum,species,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,nigrum,Solanum nigrum L.,EXACT,97
syrphus-spec,Syrphus spec.,Syrphus spec.,genus,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Syrphus,,"Syrphus Fabricius, 1775",HIGHERRANK,92
talpa-europaea,Talpa europaea,Talpa europaea,species,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Talpa,europaea,"Talpa europaea Linnaeus, 1758",EXACT,99
trichius-gallicus-gallicus,Trichius gallicus gallicus,Trichius gallicus gallicus,subspecies,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Trichius,gallicus,"Trichius gallicus gallicus Dejean, 1821",EXACT,98
tritomegas-bicolor,Tritomegas bicolor,Tritomegas bicolor,species,Animalia,Arthropoda,Insecta,Hemiptera,Cydnidae,Tritomegas,bicolor,"Tritomegas bicolor (Linnaeus, 1758)",EXACT,99
accipiter-nisus,Accipiter nisus,Accipiter nisus,species,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,nisus,"Accipiter nisus (Linnaeus, 1758)",EXACT,99
aglossa-caprealis,Aglossa caprealis,Aglossa caprealis,species,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Aglossa,caprealis,Aglossa caprealis (Hübner),EXACT,99
aglossa-pinguinalis,Aglossa pinguinalis,Aglossa pinguinalis,species,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Aglossa,pinguinalis,"Aglossa pinguinalis (Linnaeus, 1758)",EXACT,99
agraylea-spec,Agraylea spec.,Agraylea spec.,genus,Animalia,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Agraylea,,"Agraylea Curtis, 1834",HIGHERRANK,94
agrimonia-eupatoria,Agrimonia eupatoria,Agrimonia eupatoria,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Agrimonia,eupatoria,Agrimonia eupatoria L.,EXACT,98
allium-vineale,Allium vineale,Allium vineale,species,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,vineale,Allium vineale L.,EXACT,97
anacampsis-blattariella,Anacampsis blattariella,Anacampsis blattariella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Anacampsis,blattariella,"Anacampsis blattariella (Hübner, 1796)",EXACT,99
anchusa-officinalis,Anchusa officinalis,Anchusa officinalis,species,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Anchusa,officinalis,Anchusa officinalis L.,EXACT,97
angelica-archangelica,Angelica archangelica,Angelica archangelica,species,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Angelica,archangelica,Angelica archangelica L.,EXACT,99
anthocoris-nemorum,Anthocoris nemorum,Anthocoris nemorum,species,Animalia,Arthropoda,Insecta,Hemiptera,Anthocoridae,Anthocoris,nemorum,"Anthocoris nemorum (Linnaeus, 1761)",EXACT,99
antirrhinum-majus,Antirrhinum majus,Antirrhinum majus,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Antirrhinum,majus,Antirrhinum majus L.,EXACT,99
archips-xylosteana,Archips xylosteana,Archips xylosteana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archips,xylosteana,"Archips xylosteana (Linnaeus, 1758)",EXACT,99
arctium-minus,Arctium minus,Arctium minus,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arctium,minus,Arctium minus (Hill) Bernh.,EXACT,98
ballota-nigra,Ballota nigra,Ballota nigra,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ballota,nigra,Ballota nigra L.,EXACT,99
batia-lunaris,Batia lunaris,Batia lunaris,species,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Batia,lunaris,"Batia lunaris Haworth, 1829",EXACT,99
butomus-umbellatus,Butomus umbellatus,Butomus umbellatus,species,Plantae,Tracheophyta,Liliopsida,Alismatales,Butomaceae,Butomus,umbellatus,Butomus umbellatus L.,EXACT,99
cacoecimorpha-pronubana,Cacoecimorpha pronubana,Cacoecimorpha pronubana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cacoecimorpha,pronubana,"Cacoecimorpha pronubana (Hübner, 1796-1799)",EXACT,99
calamotropha-paludella,Calamotropha paludella,Calamotropha paludella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Calamotropha,paludella,"Calamotropha paludella (Hübner, 1824)",EXACT,99
calliphora-spec,Calliphora spec.,Calliphora spec.,genus,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Calliphora,,"Calliphora Robineau-Desvoidy, 1830",HIGHERRANK,94
campyloneura-virgula,Campyloneura virgula,Campyloneura virgula,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Campyloneura,virgula,"Campyloneura virgula (Herrich-Schaeffer, 1835)",EXACT,99
carex-pendula,Carex pendula,Carex pendula,species,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,pendula,Carex pendula Huds.,EXACT,97
carpatolechia-fugitivella,Carpatolechia fugitivella,Carpatolechia fugitivella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Carpatolechia,fugitivella,"Carpatolechia fugitivella (Zeller, 1839)",EXACT,99
clogmia-albipunctata,Clogmia albipunctata,Clogmia albipunctata,species,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Clogmia,albipunctatus,"Clogmia albipunctatus (Williston, 1893)",FUZZY,96
colletes-fodiens,Colletes fodiens,Colletes fodiens,species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,fodiens,"Colletes fodiens (Fourcroy, 1785)",EXACT,98
conocephalus-spec,Conocephalus spec.,,unmatched,,,,,,,,,,
corixidae-indet,Corixidae indet.,Corixidae indet.,family,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,,,Corixidae,HIGHERRANK,94
crabronidae-indet,Crabronidae indet.,Crabronidae indet.,family,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,,,Crabronidae,HIGHERRANK,94
ctenolepisma-longicaudatum,Ctenolepisma longicaudatum,Ctenolepisma longicaudatum,species,Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,Ctenolepisma,longicaudatum,"Ctenolepisma longicaudatum Escherich, 1905",EXACT,99
cuculus-canorus,Cuculus canorus,Cuculus canorus,species,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,canorus,"Cuculus canorus Linnaeus, 1758",EXACT,99
cyprinus-carpio,Cyprinus carpio,Cyprinus carpio,species,Animalia,Chordata,,Cypriniformes,Cyprinidae,Cyprinus,carpio,"Cyprinus carpio Linnaeus, 1758",EXACT,99
deilephila-elpenor,Deilephila elpenor,Deilephila elpenor,species,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Deilephila,elpenor,"Deilephila elpenor Linnaeus, 1758",EXACT,97
demeijerea-rufipes,Demeijerea rufipes,Demeijerea rufipes,species,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Demeijerea,rufipes,"Demeijerea rufipes (Linnaeus, 1761)",EXACT,99
dianthus-carthusianorum,Dianthus carthusianorum,Dianthus carthusianorum,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,carthusianorum,Dianthus carthusianorum L.,EXACT,97
dianthus-giganteus,Dianthus giganteus,Dianthus giganteus,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,giganteus,Dianthus giganteus d'Urv.,EXACT,99
dioctria-hyalipennis,Dioctria hyalipennis,Dioctria hyalipennis,species,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Dioctria,hyalipennis,"Dioctria hyalipennis (Fabricius, 1794)",EXACT,99
elymus-repens,Elymus repens,Elymus repens,species,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,repens,Elymus repens (L.) Gould,EXACT,99
epilobium-spec,Epilobium spec.,Epilobium spec.,genus,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,,Epilobium L.,HIGHERRANK,94
erigeron-annuus,Erigeron annuus,Erigeron annuus,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,annuus,Erigeron annuus (L.) Pers.,EXACT,97
fallopia-japonica,Fallopia japonica,Fallopia japonica,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,japonica,Fallopia japonica (Houtt.) Ronse Decr.,EXACT,97
forficula-auricularia-gr,Forficula auricularia-gr.,Forficula auricularia-gr.,genus,Animalia,Arthropoda,Insecta,Dermaptera,Forficulidae,Forficula,,"Forficula Linnaeus, 1758",HIGHERRANK,94
galium-aparine,Galium aparine,Galium aparine,species,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,aparine,Galium aparine L.,EXACT,99
